timestamp;protocol;direction;filesize;senderTime;senderPackets;senderLostPackets;senderBytes;senderThroughput;receiverTime;receiverPackets;receiverLostPackets;receiverBytes;receiverThroughput;rawThroughput;senderPacketloss;revceiverPacketloss;receiverJitter;receiverOutOfOrder;senderRetransmits;tcp_max_cwnd_0;tcp_max_rtt_0;tcp_min_rtt_0;tcp_mean_rtt_0;bits_per_second_0
1607599398536;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599398544;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599411628;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599411635;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599424741;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599424784;UDP;download;5242880;0.096595;14932;2207;21621536;1.9075314457270044E8;0.226571;14932;2207;-1;7.63435249877522E8;7.63435249877522E8;14.78033753013662;14.0;0.0015336932753113332;0;-1
1607599437847;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599437888;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599451022;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599451028;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599464425;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599464507;UDP;upload;9437184;2.23166;6518;0;9438064;4229167.52551912;-1.0;-1;-1;-1;-1.0;3.383334020415296E7;0.0;-1.0;-1.0;-1;-1
1607599477552;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599477748;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599491872;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599497531;UDP;upload;5242880;3.191707;3621;0;5243208;1642759.8147323674;-1.0;-1;-1;-1;-1.0;1.314207851785894E7;0.0;-1.0;-1.0;-1;-1
1607599519139;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599532340;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
